,text
7357,"['need', 'telefono', 'asian', 'girl', 'ta', 'take', 'pic', 'food', 'drink']"
7358,"['think', 'perfect']"
7359,"['lol', 'cherry', 'goodness', 'ive', 'never', 'heard', 'may', 'turd', 'stay', 'solid', 'brotha']"
7360,"['check', 'bank', 'act', 'living', 'embodiment', 'survive', 'paycheck']"
7361,"['molest', 'fat', 'woman']"
7362,"['bank', 'holiday', 'weekend', 'fast', 'liking']"
7363,"['quit', 'lie', 'lol']"
7364,"['hate', 'telly', 'fa', 'cup', 'sta']"
7365,"['ready', '20', 'leave', 'spend']"
7366,"['tom', 'ive', 'chemistry', 'exam', 'tomorrow', 'nearly', '3', 'still', 'revise', 'wish', 'luck', 'please']"
7367,"['cant', 'premiere', 'grad', 'tomorrow', 'sad', 'want', 'see']"
7368,"['sorry', 'headset', 'technically', 'bipolar', 'since', 'pass', 'mic', 'test', 'mute', 'plug', 'feel', 'bad']"
7369,"['hello', 'petal', 'house', 'move', 'oh', 'stressed', 'ocd', 'test', 'course', 'fire', 'line', 'change']"
7370,"['feel', 'bit', 'rough', 'today']"
7371,"['casually', 'blog', 'update', 'long', 'time']"
7372,"['mad', 'tire', 'soccer', 'game', 'short', 'girl', 'play', 'whole', 'time']"
7373,"['welcome', 'back']"
7374,"['cant', 'wait', 'new', 'challenge', 'year', 'come', 'oooh']"
7375,"['miss', 'velvet', 'room']"
7376,"['pleasure', 'thank', 'company', 'cheer', 'friend']"
7377,"['oh', 'well', 'stick', 'ol', 'firebox']"
7378,"['complicated', 'faye', 'alaska', 'etc', 'etc', 'wonder', 'many', 'people', 'actually', 'know', 'character']"
7379,"['bow', 'bird', 'see', 'today']"
7380,"['headache', 'also', 'little', 'cranky']"
7381,"['belated', 'gratitude', '2', 'thanks', '4']"
7382,"['burst', 'laugh', 'office', 'couldnt', 'help']"
7383,"['miss', 'wish', 'home']"
7384,"['thanks', 'michael']"
7385,"['girl', 'keep', 'world', 'need', 'people']"
7386,"['miss', 'happy', 'hour', 'shit', 'right', 'lady', 'next', 'week', 'promise']"
7387,"['want', 'certain', 'someone', 'today', 'hope']"
7388,"['lily', 'rove']"
7389,"['manage', 'shape', 'dancefloor', 'social', 'medium', 'meeting']"
7390,"['actually', 'one', 'cheese', 'place', 'well', 'want', 'overwhelm']"
7391,"['miss', 'havent', 'meet', 'yet', 'vancouver', 'wont', 'leave']"
7392,"['follow', 'number', 'one', 'fan', 'biggest', 'inspiration', 'strive', 'achieve', 'want', 'life']"
7393,"['ang', 'gandalf', 'gusto', 'ko', 'rin', 'fresh', 'croissant', 'mom']"
7394,"['wow', 'thats', 'pretty', 'crazy', 'think', 'though']"
7395,"['thanx', '4', 'da', 'wish']"
7396,"['aww', 'winner', 'dear', 'piggy', 'contest', 'give', 'wrong', 'address', 'prize', 'stick', 'ups', 'corrects']"
7397,"['ahah', 'pool', 'soo', 'relaxing', 'cop', 'come']"
7398,"['rain', 'well', 'ruin', 'beach', 'plan', 'weekend']"
7399,"['thanks', 'nice', 'weather', 'celebrate', 'london']"
7400,"['fuck', 'cant', 'take']"
7401,"['think', 'need', 'expedition']"
7402,"['well', 'interesting', 'post', 'twitter', 'haters', 'kinda', 'ironic', 'post', 'via', 'twitter', 'though']"
7403,"['tennis', 'channel', 'india', 'though']"
7404,"['twitter', 'world', 'sad', 'hear', 'chuck', 'liddle', 'gon', 'na', 'fight', 'ufo', 'anymore']"
7405,"['look', 'wont', 'chat', 'room', 'tonight']"
7406,"['bring', 'probably', 'dangerous', 'something', 'contain', 'chocolate', 'cheese', 'avocado', 'mango', 'saffron', 'though']"
7407,"['coffee', 'nicaraguan', 'sunny']"
7408,"['curse', 'justin', 'strike', 'date', 'burton', 'end', 'screwed', 'poor', 'sod']"
7409,"['early', 'check', 'everything']"
7410,"['anyone', 'want', 'join', 'dim', 'sum', 'time', 'eat', 'monday', 'another', 'relax', 'ahead']"
7411,"['wont', 'twitter', 'change', 'effing', 'picture']"
7412,"['yay', 'finally', 'trailer']"
7413,"['preorder', 'past', 'least', 'theyll', 'bathroom']"
7414,"['texted', 'race']"
7415,"['wake', 'freakin', 'eight', 'damn', 'morning']"
7416,"['5', 'random', 'fact', 'video', 'already', '105', 'viewer']"
7417,"['shit', 'forget', 'watch', 'kidnapped']"
7418,"['rain', 'slightly', 'le', 'yummy', 'though', 'wan', 'na']"
7419,"['paint', 'nail', 'feel', 'pretty', 'mirror', 'time']"
7420,"['sat', 'tomorrow']"
7421,"['kinda', 'name', 'curly', 'nice', 'ring']"
7422,['procrastinate']
7423,"['sometimes', 'feel', 'mom', 'want', 'alley', 'take', 'care', 'ourself', 'care', 'much', 'eat']"
7424,"['sound', 'great', 'tradition', 'share', 'moment', 'make', 'effort', 'keep', 'child', 'inside', 'alive', 'priceless', 'beautiful']"
7425,"['harder', 'leave', 'every', 'week']"
7426,['installs']
7427,"['guy', 'hilarious', 'cant', 'wait', 'see', 'chicago']"
7428,"['hahaha', 'lovelovelovelovelovelovelovelovelovelove', 'hah', 'take']"
7429,"['set', 'also', 'follow', 'please']"
7430,"['orjust', 'back', 'computer', 'find', 'many', 'tweet', 'photo', 'greenish', 'friday', 'fail']"
7431,"['girlfriend', 'trick', 'cell', 'phone', 'dead', 'today']"
7432,"['bos', 'give', 'larger', 'wifi', 'antenna', 'desktop', 'room', 'think', 'leave', 'hotel', 'boston']"
7433,"['thanks', 'kind', 'word']"
7434,"[""girl'll"", 'sooo', 'much', 'funny', 'stuff', 'cause', 'way', 'much', 'drama', 'let']"
7435,"['yay', 'wait']"
7436,"['home', 'final', 'yay', 'heck', 'deal', 'danny', 'gooey', 'home', 'idol', 'bummed']"
7437,"['miss', 'mom', 'call', 'damnit']"
7438,"['oh', 'ok', 'thanks', 'tho', 'add']"
7439,"['shopping', 'budget', 'suppose', 'use', 'nearly', 'enough', 'meet', 'wish']"
7440,"['home', 'tire', 'need', 'math']"
7441,"['sing', 'sum']"
7442,"['oh', 'sure', 'ill', 'still', 'enjoy', 'let', 'know']"
7443,"['hate', 'rain', 'sick']"
7444,"['show', 'last', 'night', 'awesome', 'thanks', 'grab', 'hand', 'lol', 'make', 'night']"
7445,"['chillaxing', 'friend', 'wait', 'sign', 'senior', 'book', 'last', 'year', 'high', 'school']"
7446,"['something', 'terribly', 'wrong', 'stomach']"
7447,"['super', 'sweaty', 'elevator', 'thats', 'embarrass']"
7448,['mads']
7449,"['whatever', 'call', 'enjoy', 'much', 'sore', 'shoulder', 'bane', 'life', '2', 'much', 'time', 'desk', 'workbench', 'bad', '4']"
7450,"['un', 'cool', 'thing', 'ive', 'ever', 'wif', 'even', 'know', 'kind', 'doctor', 'remove']"
7451,"['nice', 'dinner', 'look', 'yummy']"
7452,"['condolence', 'suffer', 'icy', 'loss', 'fiery', 'person']"
7453,['school']
7454,"['email', 'thank', 'yous', 'write', 'note']"
7455,"['tomorrow', 'mine', 'haha']"
7456,"['nite', 'twitter', 'people', 'stool', 'tomorrow', 'lol']"
7457,"['two', 'uppercut', 'exam', 'supervision', 'today']"
7458,"['est', 'dude', 'officially', 'break', 'car', 'somethin', 'nightwing', 'could']"
7459,[]
7460,"['thank', 'much', 'maam', 'sweet']"
7461,"['realize', 'havent', 'manage', 'entire', 'account', '5', 'month', 'miss', 'kind', 'fun', 'personal', 'tweet', 'kid']"
7462,"['try', 'follow', 'friend', 'error', 'message', 'come']"
7463,"['say', 'man', 'taste', 'many', 'lol']"
7464,"['cant', 'see', 'video', 'picture']"
7465,"['new', 'moon', 'trailer', 'zo', 'nice', 'cant', 'wait']"
7466,"['welcome', 'congratulation']"
7467,"['think', 'make', 'bad', 'movie', 'many', 'actor', 'say']"
7468,"['start', 'listen', 'break', 'dawn', 'audio', 'tape', 'sunday', 'night', 'cant', 'enough', 'wishing', 'could', 'listen']"
7469,"['sandstone', 'min', 'hope', 'rain']"
7470,"['cheer', 'buy', 'new', 'pair', 'egg', 'boot', 'happy', 'shopping', 'think', 'next', 'holiday']"
7471,"['gee', 'really', 'tire', 'today', 'couldnt', 'sleep', 'sweaty', 'back', 'fire', 'ah', 'well', 'blame']"
7472,"['jus', 'back', 'bu', 'best', 'week', 'ever', 'wid', 'ashley']"
7473,"['hear', 'thunder', 'wonderful', 'gon', 'na', 'dance', 'rain']"
7474,"['fast', 'bowler', 'hit', 'rather', 'quickly']"
7475,"['giant', 'smiley', 'face', 'shirt']"
7476,"['happy', 'mother', 'mom', 'remember', 'end', 'today', 'may', 'mom', 'month']"
7477,"['might', 'need']"
7478,"['problem', 'haha', 'chile', 'chile', 'chile', 'chile', 'chile', 'please', 'please', 'please', 'please', 'please']"
7479,"['throat', 'knot', 'excite', 'reason', 'hahaha']"
7480,"['aww', 'sleep', 'well']"
7481,"['hardcore', 'revision', 'today', 'fun']"
7482,"['100', 'follower', 'use', 'add', 'everyone', 'train', 'pay', 'vip']"
7483,"['cheaper', 'walk', 'safer', 'camera']"
7484,['goodmorning']
7485,"['vitamin', 'mother', 'nurse', 'come']"
7486,"['yao', 'rest', 'play', 'offs']"
7487,"['wonder', 'data', 'use', 'calculate']"
7488,"['ive', 'gots', 'monday']"
7489,"['ooh', 'weather', 'forecast', 'tomorrow', 'cloud', 'hana', 'fab']"
7490,['hilarious']
7491,"['worst', 'tummy', 'ache', 'right', 'sure']"
7492,"['confuse', 'flash', 'need', 'link', 'animation', 'button']"
7493,"['tire', 'wan', 'na', 'home', 'watch', 'america', 'next', 'top', 'model', 'nba', 'wizard', 'waverly', 'place', 'let']"
7494,"['rain', 'suppose', 'rain', 'weekend', 'need', 'book', 'check', 'staff', 'pick', 'ask', 'librarian', 'recommendation']"
7495,"['white', 'person', 'sever', 'water', 'another', 'white', 'person', 'pour', 'water']"
7496,[]
7497,"['totally', 'agree', 'anna']"
7498,"['feel', 'amped', 'long', 'chat', 'chris', 'lately', 'phone', 'pull', 'nighter', 'artwork']"
7499,['class']
7500,"['long', 'still', 'abound', 'justin', 'family', 'party', 'sad', 'miss', ""nana's"", 'away']"
7501,"['really', 'excite', 'new', 'moon', '15', 'oh', 'well']"
7502,"['bonfire', 'havent', 'one', 'forever']"
7503,['tired']
7504,"['overslept', 'miss', 'lesson', 'lecture', 'meeting', 'happen', 'today']"
7505,"['hehe', 'plus', 'pat', 'play', 'medium', 'jah', 'da', 'bapa', 'haha']"
7506,"['space', 'gmail', 'account', 'apparently', 'google', 'cant', 'host', 'account']"
7507,"['study', 'tar', 'examination']"
7508,"['target', 'buying', 'medicine', 'lea']"
7509,[]
7510,"['totally', 'freak', 'film', 'catch', 'ya', 'tomorrow', 'great', 'night']"
7511,"['commercial', 'soooo']"
7512,"['luck', 'line', 'reason', 'nervous', 'guess', 'oral', 'english', 'exam', 'youll', 'great']"
7513,"['car', 'crash', 'horrible', 'see']"
7514,"['yea', 'ill', 'put', 'sleep']"
7515,"['om', 'die', 'terrible', 'headache']"
7516,"['happy', 'normal', 'every', 'single', 'way']"
7517,"['miss', 'car']"
7518,"['hola', 'twitter', 'home', 'hot', 'date', 'saw', 'movie', 'soloist', 'company', 'better']"
7519,"['nah', 'mate', 'thats', 'fine', 'way', 'approve', 'arent']"
7520,['wont']
7521,"['currently', '555']"
7522,"['haha', 'oh', 'thats', 'funky', 'medicine', 'bow', 'show', 'thing', 'haha']"
7523,"['lot', 'thing']"
7524,"['download', 'phone', 'game', 'thats', 'new', 'phone']"
7525,"['new', 'fan', 'tomorow', 'fuck', 'huge', '2', 'fan', '1', 'body', 'cant', 'wait', 'test', 'fucker']"
7526,"['last', 'vacation', 'could', 'stay', 'home', 'mom']"
7527,"['say', 'noon', 'guy']"
7528,"['haha', 'well', 'soon', 'might', 'drop', 'though', 'surely', 'want', 'come', 'back']"
7529,"['arrive', 'school']"
7530,"['thank', 'contribute']"
7531,"['headache', 'math', 'final', 'sarcasm', 'make', 'everything', 'well', 'little', 'dose', 'tylenol', 'studying']"
7532,"['certain', 'show', 'talk', 'letter', 'cafe', 'miso', 'think', 'answer', 'question']"
7533,"['ily', 'guy', 'next', 'time']"
7534,['headache']
7535,"['lack', 'sleep', 'bad', 'voice', 'kinda', 'worry', 'start', 'sleep']"
7536,"['savannah', 'please', 'please', 'please', 'come', 'australia', 'soon', 'please', 'rock']"
7537,"['move', 'computer', 'room', 'lounge', 'room', 'front', 'nice', 'warm', 'fire', 'place', 'nice', 'warm', 'comfy', 'eating', 'beef', 'black', 'bean']"
7538,"['think', 'ive', 'broken', 'repo', 'move', 'ox', 'vista', 'think', 'everything', 'new', 'even', 'true']"
7539,"['delightful', 'fridge', 'magnet', 'app', 'iphone']"
7540,"['back', 'lawrence', 'already', 'miss', 'little', 'sister']"
7541,"['would', 'would', 'apparently', 'exist']"
7542,"['much', 'better', 'song', 'taylor', 'sooo', 'cruel', 'soo', 'piss', 'deserve']"
7543,"['today', 'finally', 'bit', 'less', 'white']"
7544,"['watch', 'juno']"
7545,"['miss', 'cousin']"
7546,"['adore', 'child', 'wish', 'come', 'volume', 'control']"
7547,"['thank', 'mention', 'ready', 'long', 'weekend', 'anything', 'fun']"
7548,"['girlfriend', 'still', 'sesame']"
7549,"['ugh', 'ridiculously', 'bore']"
7550,"['new', 'belt', 'sheriff', 'star']"
7551,"['want', 'chocolate']"
7552,"['kung', 'fu', 'fight', 'depress', 'alone', 'sunday', 'night', 'right']"
7553,"['well', 'hello', 'twitter', 'ya', 'sorry', 'long', 'busy', 'whats', 'new', 'everyone']"
7554,"['wish', 'watch', 'red', 'wing', 'kick', 'ass', 'bad', 'game', 'last', 'night']"
7555,"['clueless', 'come', 'soon', 'haha', 'know', 'hold']"
7556,"['really', 'feel', 'vibe', 'pa', 'class']"
7557,"['boston', 'ladies', 'night', 'david', 'cook', 'concert', 'saturday']"
7558,"['sound', 'fun', 'keep', 'post']"
7559,"['exactly', 'fleet', 'anyway', 'think', 'something', 'navy']"
7560,"['oh', 'em', 'genteel', 'witness', 'two', 'dog', 'kill', 'small', 'white', 'dog', 'try', 'help', 'sad']"
7561,"['great', 'weekend', 'church', 'wit', 'steve', 'money', 'awesome', 'book', '5', 'timely']"
7562,"['ive', 'raise', 'three', 'one', 'two', 'wily', 'trick', 'sleeve']"
7563,"['ok', 'thanks', 'let', 'know']"
7564,"['well', 'use', 'continue', 'assassinate', 'notice', 'quit']"
7565,"['know', 'seriously', 'think', 'something', 'would', 'open']"
7566,"['awesome', 'thanks', 'wee', 'story', 'taylor', 'swift', 'meet', 'viva', 'la', 'vida', 'coldly', 'piano', 'cello']"
7567,"['easy', 'use', 'pa']"
7568,"['excite', 'see', 'lucille', 'bubble', 'bee']"
7569,"['oh', 'dear', 'might', 'allergic', 'something']"
7570,['breathe']
7571,"['start', 'use', 'people', 'let']"
7572,"['miss', 'party', 'tonight', 'make', 'cry', 'hahaha']"
7573,"['151', 'still', 'unjust', 'finish', 'album', 'brain', 'still', 'cant', 'sleep']"
7574,"['jon', 'kate', '8', 'time', 'marriage', 'end', 'know', 'watch', 'disaster', 'fascinate']"
7575,"['parent', 'replace', 'bed', 'cause', 'old', 'painful', 'already', 'goodbye', 'bed', 'time']"
7576,"['guy', 'amazing', 'kiss']"
7577,"['yep', 'ok', 'today', 'strawberry', 'ideas', 'always', 'seem', 'time', 'later']"
7578,"['min', 'hammy', 'want', 'kebab', 'hurt', 'back', 'trampoline']"
7579,"['great', 'performance', 'live', 'queensboro', 'cant', 'come']"
7580,"['finally', 'break', 'studio', 'lake', 'sun', 'whole', 'lot', 'time']"
7581,"['doubt', 'fun', 'congrats']"
7582,"['start', 'indoctrinate', 'oscar', 'joy', 'music', 'yet']"
7583,"['haha', 'update', 'la', 'quite', 'rant', 'lol']"
7584,"['everything', 'wrong', 'sooo', 'happy']"
7585,"['tomorrow', 'course']"
7586,"['vote', 'gel', 'pop', 'pill', 'scary', 'thanks']"
7587,"['hey', 'hey', 'alexa', 'whats']"
7588,"['check', 'myspace']"
7589,"['wonder', 'actually', 'friday']"
7590,"['look', 'forward', 'best', 'luck']"
7591,"['congrats', 'join', 'back', 'today', 'extended', 'sabbatical']"
7592,"['enough', 'automotive', 'part', 'already']"
7593,"['coffee', 'school', 'late']"
7594,"['aww', 'baby', 'come', 'grandma', 'house', 'plenty', 'room', 'baby', 'much']"
7595,"['movie', 'angel', 'home', 'sleep', 'tired']"
7596,"['turn', 'best', 'people', 'make', 'best', 'way', 'thing', 'turn', 'art']"
7597,"['hey', 'baby', 'mahal', 'na', 'mahal', 'kita']"
7598,"['haha', 'awesome']"
7599,"['miss', '2', 'baby', 'tryin', '2', 'bak', 'track', 'thats', 'still', 'tweet', '2']"
7600,"['sorry', 'social', 'networking', 'website', 'aspect', 'fashion', 'call']"
7601,"['watch', 'season', '1', 'hay', 'wentworth']"
7602,"['feel', 'guilty', 'listen', 'remind']"
7603,"['awesome', 'great', 'time']"
7604,"['yes', 'mother']"
7605,"['alll', 'miss', 'brother', 'leave', 'cali', 'hope']"
7606,"['oh', 'hate', 'dream', 'suddenly', 'mom', 'wake', 'ad']"
7607,"['forget', 'monaco', 'mclaren', 'turkey', 'interesting', 'see', 'brawn', 'continue', 'form']"
7608,"['back', 'hurt', 'bitch']"
7609,"['bad', 'let', 'know', 'interested', 'sell', 'job', 'jersey', 'ticket', 'week', 'ago']"
7610,['hard']
7611,"['reece', 'dog']"
7612,"['myspace', 'watch', 'video']"
7613,"['want', 'drink']"
7614,"['rise', 'gold', 'shoe', 'fluffy', 'curly', 'frosh', 'hair', 'either', 'purple', 'black', 'dress']"
7615,"['positive', 'thinking', 'wish', 'luck', 'tomorrow']"
7616,"['throat', 'hurt', 'sniff']"
7617,"['life', 'turn', '23', 'last', 'week', 'greet', 'horrible', 'life']"
7618,"['hey', 'better', 'mean', 'reef', 'spike']"
7619,"['hope', 'dna', 'sick']"
7620,"['happen', 'kevin', 'bank']"
7621,"['snake', 'plane', 'ready', 'jonas', 'amazing', 'italian', 'home', 'cook', 'meal', 'fam']"
7622,"['someone', 'lend', 'leg', 'mine', 'sore', 'tire']"
7623,['gorgeous']
7624,"['bow', 'friend', 'maybe', 'help', 'sort', 'dress', 'married']"
7625,"['spring', 'break', 'mean', 'summer', 'around', 'corner']"
7626,['nice']
7627,"['glad', 'hear', 'guy', 'great', 'show', 'amazing']"
7628,"['fine', 'thanks', 'shit']"
7629,"['sing', 'rather', 'arctic', 'monkey', 'wasted', 'saturday', 'want']"
7630,['sent']
7631,"['soooo', 'mad', 'wont', 'able', 'possibly', 'see', 'tear']"
7632,"['ink', 'life', 'would', 'without', 'great']"
7633,"['think', 'follow']"
7634,"['yeah', 'thats', 'cause', 'kid', '12', 'yet']"
7635,"['cant', 'sleep', 'last', 'night', 'also', 'time', 'feel', 'tire', 'maybe', 'try', 'read', 'boring', 'novel']"
7636,"['read', 'somewhere', 'sooo', 'send', 'birthday', 'year', 'pup']"
7637,"['honestly', 'boy']"
7638,"['wisdom', 'teeth', 'mom', 'wont', 'give', 'pain', 'pill', 'tylenol', 'leak', 'warm', 'pea', 'night', 'ug', 'miss', 'lab']"
7639,"['upset', 'mineral', 'enhanced', 'beverage', 'may', 'crack']"
7640,"['ideawhat', 'ready', 'joint', 'right', 'feel', 'zealot']"
7641,"['miss', 'long', 'hair', 'blonde']"
7642,[]
7643,"['god', 'wish', 'sun', 'would', 'come', 'sick', 'look', 'grey', 'sky']"
7644,"['bout', 'time', 'second', 'wax', 'nothing', 'put', 'ego', 'quite', 'check', 'sad', 'panda', 'brighter', 'note', 'mini', 'fridge', 'office']"
7645,"['today', 'tomorrow']"
7646,"['hey', 'worry', 'glad', 'help', 'heh']"
7647,"['well', 'yes', 'true', 'haha', 'cross', 'finger', 'saturday', '10', 'friggin', 'nervous', 'wont', 'ticket']"
7648,"['wear', 'glove', 'inside']"
7649,"['husband', 'send', 'link', 'door', 'link', 'earlier', 'canon', 'time', 'upgrade', 'wait', 'gas']"
7650,"['want', 'tink', 'cover']"
7651,"['show', 'car', 'footage', 'player', 'rob', 'stick', 'behind', 'key', 'car']"
7652,"['sunday', 'morning', 'homework']"
7653,"['thanks', 'follow']"
7654,"['lao', '3', 'year', 'mind', 'extremely', 'perverted', 'mind']"
7655,[]
7656,"['first', 'id', 'say', 'awesome', 'show', 'secondly', 'name', 'clock', 'behind', 'office', 'need', 'one']"
7657,"['phone', 'must', 'glitch', 'soon', 'leave']"
7658,"['oh', 'sorry', 'havent', 'see', 'cant', 'help', 'ya']"
7659,"['least', 'laugh']"
7660,"['whole', 'e', 'scene', 'know', 'nothing']"
7661,"['portuguese', 'people', 'live', 'across', 'street', 'cutest', 'little', 'garden', 'side', 'driveway', 'wan', 'na', 'step']"
7662,"['think', 'might', 'buy', 'dishwasher']"
7663,"['anyone', 'remember', 'say', 'gon', 'na', 'take', 'rest', 'co', 'still']"
7664,"['poor', 'baby', 'phillip', 'ear', 'infection', 'med']"
7665,"['hate', 'sick', 'feel', 'horrible', 'head', 'explore', 'throat', 'hurt', 'bad']"
7666,"['kind', 'capital', 'wisdom', 'incredibly', 'stylish', 'incredibly', 'brown', 'wisdom']"
7667,"['alone', 'evening', 'babe', 'night', 'week']"
7668,['soundtrack']
7669,[]
7670,"['time', 'bowl', 'frosties']"
7671,"['even', 'bed', '830', 'nooo', 'ugh']"
7672,"['sadly', 'think', 'fox', 'feast', 'white', 'peacock', 'part', 'natural', 'cycle', 'still', 'hop', 'reappear']"
7673,"['single', 'dream']"
7674,"['finish', 'watch', 'let', 'right', 'one', 'wow', 'sweet', 'gory', 'come', 'age', 'story']"
7675,"['plan', 'beer', 'ok', 'right', 'back']"
7676,"['oh', 'god', 'rain', 'think']"
7677,"['morning', 'yall', 'happy', 'father', 'tired', 'sleep', '2', 'half', 'cant', 'fall', 'back', 'asleep']"
7678,"['master', 'shake', 'foot']"
7679,"['feel', 'ya', 'meeting', 'spree']"
7680,"['thanks', 'two', 'blue', 'eye']"
7681,['shoot']
7682,['sweep']
7683,"['early', 'night', 'wing', 'english', 'tomorrow', 'bye']"
7684,"['mood', 'die']"
7685,"['worried', 'nothing', 'lyric', 'song', 'around', 'head', 'ah']"
7686,"['pizza', 'pie']"
7687,"['oh', 'bow', 'bring', 'use', 'word', 'shiny', 'la', 'firefly', 'mean', 'brilliant', 'ie', 'youve', 'win', 'money', 'shiny']"
7688,"['youve', 'forget']"
7689,"['always', 'eat', 'dunk', 'donut', 'come', 'lil', 'girl']"
7690,"['birthday', '1', 'bit']"
7691,"['ta', 'say', 'tweet', 'brighten', 'life', 'congrats', 'discover', 'bass', 'groove']"
7692,"['bad', 'wont', 'jump', 'plane']"
7693,"['aww', 'tweet', 'honest', 'cant', 'wait', 'listen', 'tape']"
